ENST00000450305	DDX11L1
ENST00000328557	NRROS
ENST00000392391	PIGX
ENST00000296333	PIGX
ENST00000639474	PIGX
ENST00000639143	PIGX
ENST00000421265	PIGX
ENST00000409690	CEP19
ENST00000399942	CEP19
ENST00000327134	PAK2
ENST00000445299	SENP5
ENST00000323460	SENP5
ENST00000419026	SENP5
ENST00000447325	NCBP2
ENST00000321256	NCBP2
ENST00000427641	NCBP2
ENST00000452404	NCBP2
ENST00000422610	NCBP2
ENST00000602845	NCBP2-AS2
ENST00000412723	PIGZ
ENST00000443835	PIGZ
ENST00000456555	RPSAP69
ENST00000296350	MELTF
ENST00000296351	MELTF
ENST00000346964	DLG1
ENST00000357674	DLG1
ENST00000419354	DLG1
ENST00000452595	DLG1
ENST00000422288	DLG1
ENST00000448528	DLG1
ENST00000443183	DLG1
ENST00000450955	DLG1
ENST00000392382	DLG1
ENST00000577559	MIR4797
ENST00000438408	AC128709.2
ENST00000445908	AC128709.1
ENST00000420213	AC128709.3
ENST00000608206	LINC02012
ENST00000392379	BDH1
ENST00000392378	BDH1
ENST00000358186	BDH1
ENST00000441275	BDH1
ENST00000454517	AC132008.2
ENST00000394682	AC132008.1
ENST00000507981	AC024560.2
ENST00000608482	AC024560.3
ENST00000424493	AC024560.1
ENST00000273582	RUBCN
ENST00000296343	RUBCN
ENST00000449205	RUBCN
ENST00000401223	MIR922
ENST00000415708	FYTTD1
ENST00000241502	FYTTD1
ENST00000424384	FYTTD1
ENST00000610089	AC055764.2
ENST00000438796	LRCH3
ENST00000414675	LRCH3
ENST00000441090	LRCH3
ENST00000334859	LRCH3
ENST00000425562	LRCH3
ENST00000452862	AC144530.1
ENST00000265239	IQCG
ENST00000455191	IQCG
ENST00000453254	IQCG
ENST00000464167	RPL35A
ENST00000448864	RPL35A
ENST00000482695	LMLN
ENST00000330198	LMLN
ENST00000420910	LMLN
ENST00000332636	LMLN
ENST00000455355	ANKRD18DP
ENST00000453982	FRG2FP
ENST00000458717	TUBB8P8
ENST00000451150	AC073135.1
ENST00000615155	FAM157A
ENST00000457191	CICP6
ENST00000439401	SEPT14P3
ENST00000503774	BNIP3P41
ENST00000610261	ZNF595
ENST00000608255	ZNF595
ENST00000609518	ZNF595
ENST00000509152	ZNF595
ENST00000384911	Z95704.1
ENST00000511645	AC253576.1
ENST00000510175	ZNF718
ENST00000609714	ZNF718
ENST00000390127	AC118278.1
ENST00000507880	AC108475.1
ENST00000398732	ZNF876P
ENST00000516807	AC079140.1
ENST00000511111	AC079140.3
ENST00000507882	AC079140.5
ENST00000619749	ZNF732
ENST00000419098	ZNF732
ENST00000507448	AC079140.4
ENST00000512994	ZNF141
ENST00000505939	ZNF141
ENST00000240499	ZNF141
ENST00000508039	AC079140.1
ENST00000506193	AC079140.2
ENST00000384910	MIR571
ENST00000514008	ZNF519P4
ENST00000390148	AC092574.1
ENST00000609771	AC092574.1
ENST00000504019	ABCA11P
ENST00000506646	ZNF721
ENST00000338977	ZNF721
ENST00000511833	ZNF721
ENST00000516341	AC092574.2
ENST00000310340	PIGG
ENST00000453061	PIGG
ENST00000504346	PIGG
ENST00000503111	PIGG
ENST00000383028	PIGG
ENST00000509768	PIGG
ENST00000610212	AC116565.1
ENST00000637674	AC116565.2
ENST00000255622	PDE6B
ENST00000496514	PDE6B
ENST00000429163	PDE6B
ENST00000304312	ATP5I
ENST00000506838	MYL5
ENST00000505477	MYL5
ENST00000511290	MYL5
ENST00000400159	MYL5
ENST00000347950	MFSD7
ENST00000322224	MFSD7
ENST00000404286	MFSD7
ENST00000515118	MFSD7
ENST00000503156	MFSD7
ENST00000362003	PCGF3
ENST00000400151	PCGF3
ENST00000470161	PCGF3
ENST00000620529	PCGF3
ENST00000304062	CPLX1
ENST00000505203	CPLX1
ENST00000568585	AC139887.3
ENST00000314167	GAK
ENST00000511163	GAK
ENST00000618573	GAK
ENST00000628912	GAK
ENST00000264771	TMEM175
ENST00000515740	TMEM175
ENST00000508204	TMEM175
ENST00000622959	TMEM175
ENST00000273814	DGKQ
ENST00000398520	SLC26A1
ENST00000622731	SLC26A1
ENST00000361661	SLC26A1
ENST00000398516	SLC26A1
ENST00000247933	IDUA
ENST00000514224	IDUA
ENST00000398484	FGFRL1
ENST00000510644	FGFRL1
ENST00000504138	FGFRL1
ENST00000264748	FGFRL1
ENST00000503095	AC019103.1
ENST00000382968	RNF212
ENST00000433731	RNF212
ENST00000333673	RNF212
ENST00000513176	AC092535.2
ENST00000479478	TMED11P
ENST00000290902	SPON2
ENST00000431380	SPON2
ENST00000617421	SPON2
ENST00000382952	CTBP1
ENST00000290921	CTBP1
ENST00000510568	CTBP1
ENST00000629223	CTBP1
ENST00000303400	MAEA
ENST00000505177	MAEA
ENST00000264750	MAEA
ENST00000514708	MAEA
ENST00000510794	MAEA
ENST00000505839	MAEA
ENST00000511216	UVSSA
ENST00000389851	UVSSA
ENST00000507531	UVSSA
ENST00000511563	UVSSA
ENST00000512728	UVSSA
ENST00000324803	UVSSA
ENST00000422806	NKX1-1
ENST00000608161	AC147067.2
ENST00000466692	AC147067.1
ENST00000308132	FAM53A
ENST00000489363	FAM53A
ENST00000461064	FAM53A
ENST00000472884	FAM53A
ENST00000429429	SLBP
ENST00000489418	SLBP
ENST00000318386	SLBP
ENST00000488267	SLBP
ENST00000605571	AC016773.1
ENST00000303277	TMEM129
ENST00000382936	TMEM129
ENST00000536901	TMEM129
ENST00000612220	TACC3
ENST00000313288	TACC3
ENST00000617535	TACC3
ENST00000481110	FGFR3
ENST00000340107	FGFR3
ENST00000412135	FGFR3
ENST00000440486	FGFR3
ENST00000613647	FGFR3
ENST00000260795	FGFR3
ENST00000352904	FGFR3
ENST00000302787	LETM1
ENST00000508803	NSD2
ENST00000514045	NSD2
ENST00000382892	NSD2
ENST00000382891	NSD2
ENST00000420906	NSD2
ENST00000382895	NSD2
ENST00000503128	NSD2
ENST00000398261	NSD2
ENST00000436793	NSD2
ENST00000382888	NSD2
ENST00000382882	NELFA
ENST00000542778	NELFA
ENST00000411638	NELFA
ENST00000401286	MIR943
ENST00000409248	C4orf48
ENST00000409860	C4orf48
ENST00000423729	NAT8L
ENST00000331662	NAT8L
ENST00000382865	POLN
ENST00000511885	POLN
ENST00000503377	AL136360.1
ENST00000506763	HAUS3
ENST00000243706	HAUS3
ENST00000443786	HAUS3
ENST00000509843	COX6B1P5
ENST00000337190	MXD4
ENST00000537353	MIR4800
ENST00000508471	ZFYVE28
ENST00000290974	ZFYVE28
ENST00000511071	ZFYVE28
ENST00000515312	ZFYVE28
ENST00000515169	ZFYVE28
ENST00000509171	ZFYVE28
ENST00000503000	ZFYVE28
ENST00000506116	AL158068.1
ENST00000635017	CFAP99
ENST00000616117	CFAP99
ENST00000314289	RNF4
ENST00000541204	RNF4
ENST00000509258	RNF4
ENST00000511859	RNF4
ENST00000506706	RNF4
ENST00000511600	RNF4
ENST00000508865	AL645924.2
ENST00000637812	FAM193A
ENST00000545951	FAM193A
ENST00000382839	FAM193A
ENST00000324666	FAM193A
ENST00000502458	FAM193A
ENST00000505311	FAM193A
ENST00000511554	CR545473.1
ENST00000510267	TNIP2
ENST00000315423	TNIP2
ENST00000503235	TNIP2
ENST00000452765	SH3BP2
ENST00000442312	SH3BP2
ENST00000435136	SH3BP2
ENST00000511747	SH3BP2
ENST00000503393	SH3BP2
ENST00000356331	SH3BP2
ENST00000398125	ADD1
ENST00000264758	ADD1
ENST00000446856	ADD1
ENST00000513328	ADD1
ENST00000503455	ADD1
ENST00000355842	ADD1
ENST00000398123	ADD1
ENST00000398129	ADD1
ENST00000514800	MFSD10
ENST00000355443	MFSD10
ENST00000329687	MFSD10
ENST00000508221	MFSD10
ENST00000507555	MFSD10
ENST00000416614	NOP14
ENST00000314262	NOP14
ENST00000502735	NOP14
ENST00000398071	NOP14
ENST00000398051	GRK4
ENST00000503518	GRK4
ENST00000398052	GRK4
ENST00000345167	GRK4
ENST00000504933	GRK4
ENST00000355072	HTT
ENST00000507492	MSANTD1
ENST00000438480	MSANTD1
ENST00000510580	MSANTD1
ENST00000344733	RGS12
ENST00000382788	RGS12
ENST00000336727	RGS12
ENST00000338806	RGS12
ENST00000510094	AL645949.1
ENST00000513434	AL645949.2
ENST00000382774	HGFAC
ENST00000511533	HGFAC
ENST00000507039	DOK7
ENST00000340083	DOK7
ENST00000515886	DOK7
ENST00000500728	LRPAP1
ENST00000593823	AL590235.1
ENST00000602641	AL590235.2
ENST00000602543	AL590235.2
ENST00000505702	AL121796.1
ENST00000508619	LINC02171
ENST00000511928	AC141928.1
ENST00000509482	ADRA2C
ENST00000330055	ADRA2C
ENST00000505943	OR7E163P
ENST00000398413	OR7E162P
ENST00000504408	AC147876.1
ENST00000513501	AC226119.2
ENST00000502317	ALG1L7P
ENST00000510506	FAM86EP
ENST00000514456	ENPP7P9
ENST00000408832	AC116562.2
ENST00000641738	AC116562.4
ENST00000485355	AC116562.1
ENST00000408374	AC116562.1
ENST00000506136	AC116562.3
ENST00000507042	AC116562.2
ENST00000509361	OR4D12P
ENST00000505679	UNC93B4
ENST00000505750	OR7E99P
ENST00000503910	OR7E43P
ENST00000296358	OTOP1
ENST00000254742	TMEM128
ENST00000382753	TMEM128
ENST00000343470	LYAR
ENST00000452476	LYAR
ENST00000337872	ZBTB49
ENST00000509015	AC105415.1
ENST00000421177	HGNC:18790
ENST00000513555	HGNC:18790
ENST00000505246	HGNC:18790
ENST00000506380	HGNC:18790
ENST00000397958	HGNC:18790
ENST00000433139	HGNC:18790
ENST00000621129	HGNC:18790
ENST00000504171	HGNC:18790
ENST00000505286	STX18
ENST00000306200	STX18
ENST00000415804	RPS7P15
ENST00000609099	LINC01396
ENST00000382723	MSX1
ENST00000509421	LDHAP1
ENST00000307746	CYTL1
ENST00000282908	STK32B
ENST00000512636	STK32B
ENST00000510398	STK32B
ENST00000344408	EVC2
ENST00000310917	EVC2
ENST00000264956	EVC
ENST00000509451	EVC
ENST00000324989	CRMP1
ENST00000397890	CRMP1
ENST00000512574	CRMP1
ENST00000324058	C4orf50
ENST00000531445	C4orf50
ENST00000580913	MIR378D1
ENST00000637373	JAKMIP1
ENST00000409021	JAKMIP1
ENST00000409371	JAKMIP1
ENST00000282924	JAKMIP1
ENST00000409831	JAKMIP1
ENST00000410077	JAKMIP1
ENST00000636216	AC092442.1
ENST00000636704	LINC02495
ENST00000507424	AC113615.1
ENST00000602577	RP11-1406H17.1
ENST00000503569	WFS1
ENST00000226760	WFS1
ENST00000335585	PPP2R2C
ENST00000506140	PPP2R2C
ENST00000515571	PPP2R2C
ENST00000382599	PPP2R2C
ENST00000507294	PPP2R2C
ENST00000285599	MAN2B2
ENST00000504248	MAN2B2
ENST00000320912	MRFAP1
ENST00000617365	MRFAP1
ENST00000507420	MRFAP1
ENST00000382581	MRFAP1
ENST00000515205	LINC02482
ENST00000307533	AC093323.1
ENST00000635031	AC093323.1
ENST00000499502	LINC002481
ENST00000596858	AC093323.1
ENST00000296370	S100P
ENST00000320848	MRFAP1L1
ENST00000320776	BLOC1S4
ENST00000425103	KIAA0232
ENST00000307659	KIAA0232
ENST00000448507	TBC1D14
ENST00000409757	TBC1D14
ENST00000410031	TBC1D14
ENST00000451522	TBC1D14
ENST00000446947	TBC1D14
ENST00000580502	AC092463.1
ENST00000582243	AC097382.1
ENST00000310085	CCDC96
ENST00000310074	TADA2B
ENST00000512388	TADA2B
ENST00000515646	TADA2B
ENST00000264954	GRPEL1
ENST00000504402	LINC02447
ENST00000499242	LINC02447
ENST00000501888	LINC02447
ENST00000507866	SORCS2
ENST00000329016	SORCS2
ENST00000578126	MIR4798
ENST00000319098	PSAPL1
ENST00000579577	MIR4274
ENST00000360265	AFAP1
ENST00000358461	AFAP1
ENST00000420658	AFAP1
ENST00000382543	AFAP1
ENST00000429019	AC097381.1
ENST00000361737	ABLIM2
ENST00000514025	ABLIM2
ENST00000447017	ABLIM2
ENST00000341937	ABLIM2
ENST00000361581	ABLIM2
ENST00000407564	ABLIM2
ENST00000545242	ABLIM2
ENST00000505872	ABLIM2
ENST00000428004	ABLIM2
ENST00000385072	MIR95
ENST00000514075	GMPSP1
ENST00000382521	SH3TC1
ENST00000245105	SH3TC1
ENST00000307358	HTRA3
ENST00000382512	HTRA3
ENST00000509453	LINC02517
ENST00000503186	AC104825.1
ENST00000505448	AC104825.2
ENST00000356406	ACOX3
ENST00000413009	ACOX3
ENST00000503233	ACOX3
ENST00000513449	TRMT44
ENST00000389737	TRMT44
ENST00000382488	AC105345.1
ENST00000382487	GPR78
ENST00000360986	CPZ
ENST00000382480	CPZ
ENST00000315782	CPZ
ENST00000514043	AC209005.1
ENST00000506970	HMX1
ENST00000400677	HMX1
ENST00000508957	AC073648.1
ENST00000511903	UNC93B8
ENST00000504939	AC073648.3
ENST00000510116	AC073648.2
ENST00000641589	AC073648.6
ENST00000603502	AC073648.5
ENST00000408553	AC073648.1
ENST00000442655	AC073648.4
ENST00000506029	SNRPCP16
ENST00000504828	ENPP7P10
ENST00000509817	FAM86KP
ENST00000514230	ALG1L14P
ENST00000583856	AC108519.1
ENST00000512047	FAM90A26
ENST00000417945	USP17L10
ENST00000421288	USP17L10
ENST00000457736	USP17L11
ENST00000613973	USP17L11
ENST00000415041	USP17L12
ENST00000429667	USP17L13
ENST00000616303	USP17L13
ENST00000504838	USP17L14P
ENST00000621432	USP17L15
ENST00000507155	USP17L16P
ENST00000511568	USP17L17
ENST00000614762	USP17L17
ENST00000504209	USP17L18
ENST00000619296	USP17L18
ENST00000515566	USP17L19
ENST00000615989	USP17L19
ENST00000506151	USP17L20
ENST00000613757	USP17L20
ENST00000506414	USP17L21
ENST00000621388	USP17L21
ENST00000511280	USP17L22
ENST00000622009	USP17L22
ENST00000506619	USP17L23
ENST00000504481	USP17L24
ENST00000622713	USP17L24
ENST00000509271	USP17L25
ENST00000621472	USP17L25
ENST00000509660	USP17L26
ENST00000610514	USP17L26
ENST00000507227	USP17L5
ENST00000515574	USP17L27
ENST00000504543	USP17L28
ENST00000511681	USP17L29
ENST00000508843	USP17L9P
ENST00000504104	USP17L30
ENST00000382470	USP17L6P
ENST00000508324	AC116655.1
ENST00000344638	DEFB108F
ENST00000426866	DEFB130D
ENST00000334879	DEFB131A
ENST00000505858	OR7E86P
ENST00000641103	AC097493.5
ENST00000579255	AC116655.1
ENST00000512164	OR7E85P
ENST00000509439	UNC93B7
ENST00000511021	OR7E83P
ENST00000509725	AC097493.3
ENST00000641197	AC097493.4
ENST00000463958	AC097493.1
ENST00000408348	MIR548I2
ENST00000468675	AC097493.2
ENST00000505417	SNRPCP13
ENST00000459267	AC097493.1
ENST00000505915	ENPP7P11
ENST00000340703	FAM86MP
ENST00000503331	ALG1L3P
ENST00000513014	AC098976.1
ENST00000514144	AC098976.2
ENST00000264784	SLC2A9
ENST00000506583	SLC2A9
ENST00000309065	SLC2A9
ENST00000304374	DRD5
ENST00000499869	WDR1
ENST00000382451	WDR1
ENST00000382452	WDR1
ENST00000502702	WDR1
ENST00000585238	MIR3138
ENST00000511779	AC093664.1
ENST00000511169	AC006499.6
ENST00000511870	AC006499.1
ENST00000603775	AC006499.8
ENST00000508566	RAF1P1
ENST00000510947	AC006499.4
ENST00000513470	AC006499.2
ENST00000506077	AC006499.3
ENST00000505037	AC006499.5
ENST00000512421	AC006499.7
ENST00000506540	AC110768.2
ENST00000326756	ZNF518B
ENST00000509222	AC110768.1
ENST00000226951	CLNK
ENST00000515667	CLNK
ENST00000442825	CLNK
ENST00000507719	CLNK
ENST00000505494	AC084048.1
ENST00000635390	LINC02498
ENST00000384983	MIR572
ENST00000507437	RNPS1P1
ENST00000002596	HS3ST1
ENST00000515343	AC025539.1
ENST00000510095	AC005699.1
ENST00000515286	AC005699.1
ENST00000509244	AC005699.1
ENST00000510639	AC005699.1
ENST00000506195	LINC02360
ENST00000514103	AC108037.1
ENST00000582396	AC097452.1
ENST00000515691	LINC02270
ENST00000505386	LINC02270
ENST00000503354	ECM1P2
ENST00000509155	AC093809.1
ENST00000506899	AC007370.2
ENST00000503163	AC007370.1
ENST00000507090	HSP90AB2P
ENST00000330852	RAB28
ENST00000288723	RAB28
ENST00000338176	RAB28
ENST00000630951	RAB28
ENST00000627163	LINC01097
ENST00000382438	NKX3-2
ENST00000501050	LINC01096
ENST00000040738	BOD1L1
ENST00000578707	MIR5091
ENST00000510061	AC006445.2
ENST00000491925	AC006445.1
ENST00000510907	LINC01182
ENST00000503532	LINC01182
ENST00000516283	AC098830.1
ENST00000508202	AC007126.1
ENST00000509955	AC095052.1
ENST00000511195	LINC01085
ENST00000514339	AC073848.1
ENST00000505628	AC092546.1
ENST00000507932	AC006296.2
ENST00000514401	AC006296.1
ENST00000505089	LINC00504
ENST00000512602	MTND2P31
ENST00000500394	CPEB2-AS1
ENST00000501916	CPEB2-AS1
ENST00000538197	CPEB2
ENST00000442003	CPEB2
ENST00000507071	CPEB2
ENST00000345451	CPEB2
ENST00000259997	CPEB2
ENST00000382395	CPEB2
ENST00000382401	CPEB2
ENST00000295297	C1QTNF7
ENST00000429690	C1QTNF7
ENST00000444304	C1QTNF7
ENST00000438599	CC2D2A
ENST00000424120	CC2D2A
ENST00000507954	CC2D2A
ENST00000515124	CC2D2A
ENST00000503292	CC2D2A
ENST00000503658	CC2D2A
ENST00000512110	AC007016.1
ENST00000341285	FBXL5
ENST00000412094	FBXL5
ENST00000622362	FAM200B
ENST00000422728	FAM200B
ENST00000265016	BST1
ENST00000382346	BST1
ENST00000498116	AC114744.1
ENST00000513715	AC005798.1
ENST00000226279	CD38
ENST00000509498	HPRT1P1
ENST00000382333	FGFBP1
ENST00000259989	FGFBP2
ENST00000447510	PROM1
ENST00000540805	PROM1
ENST00000539194	PROM1
ENST00000505450	PROM1
ENST00000508167	PROM1
ENST00000510224	PROM1
ENST00000405303	TAPT1
ENST00000487122	RPS21P4
ENST00000514359	AC006427.1
ENST00000515048	ZEB2P1
ENST00000515064	LDB2
ENST00000441778	LDB2
ENST00000304523	LDB2
ENST00000502640	LDB2
ENST00000511735	AC106894.1
ENST00000514978	MTND5P4
ENST00000509964	LINC02493
ENST00000485777	RPS7P6
ENST00000513615	QDPR
ENST00000281243	QDPR
ENST00000428702	QDPR
ENST00000508623	QDPR
ENST00000511148	CLRN2
ENST00000509863	NACAP5
ENST00000637708	AC006160.2
ENST00000226299	LAP3
ENST00000618908	LAP3
ENST00000606142	LAP3
ENST00000237380	MED28
ENST00000265018	FAM184B
ENST00000382247	DCAF16
ENST00000251496	NCAPG
ENST00000635767	LCORL
ENST00000326877	LCORL
ENST00000382224	LCORL
ENST00000382226	LCORL
ENST00000505463	KRT18P63
ENST00000503815	AC093871.1
ENST00000505347	LINC02438
ENST00000511431	AC024230.1
ENST00000508374	AC110767.1
ENST00000488289	AC114728.1
ENST00000504991	AC098862.1
ENST00000503823	SLIT2
ENST00000504154	SLIT2
ENST00000622093	SLIT2
ENST00000273739	SLIT2
ENST00000503837	SLIT2
ENST00000384999	MIR218-1
ENST00000503585	PACRGL
ENST00000360916	PACRGL
ENST00000295290	PACRGL
ENST00000444671	PACRGL
ENST00000502374	PACRGL
ENST00000502938	PACRGL
ENST00000507634	PACRGL
ENST00000513459	PACRGL
ENST00000359001	KCNIP4
ENST00000382148	KCNIP4
ENST00000447367	KCNIP4
ENST00000382150	KCNIP4
ENST00000382152	KCNIP4
ENST00000509207	KCNIP4
ENST00000489014	AC096576.1
ENST00000627566	KCNIP4-IT1
ENST00000334304	ADGRA3
ENST00000508133	ADGRA3
ENST00000502482	ADGRA3
ENST00000480875	AC098583.1
ENST00000504151	AC098583.2
ENST00000613293	GBA3
ENST00000610628	GBA3
ENST00000508166	GBA3
ENST00000503442	GBA3
ENST00000511446	GBA3
ENST00000421246	CDC42P6
ENST00000511453	AC097512.1
ENST00000506425	AC097512.1
ENST00000503394	AC114912.1
ENST00000512563	AC092440.1
ENST00000515267	RFPL4AP3
ENST00000507666	ERVH-1
ENST00000264867	PPARGC1A
ENST00000613098	PPARGC1A
ENST00000617484	PPARGC1A
ENST00000612355	PPARGC1A
ENST00000507380	PPARGC1A
ENST00000410330	AC092846.1
ENST00000580737	AC092846.2
ENST00000336812	DHX15
ENST00000384964	MIR573
ENST00000514223	ATP5LP3
ENST00000569621	LINC02473
ENST00000508068	AC006390.1
ENST00000508873	HNRNPA1P65
ENST00000382120	SOD3
ENST00000504487	CCDC149
ENST00000635206	CCDC149
ENST00000389609	CCDC149
ENST00000502801	CCDC149
ENST00000382114	LGI2
ENST00000382103	SEPSECS
ENST00000512921	AC104662.2
ENST00000604448	AC104662.1
ENST00000264864	PI4K2B
ENST00000302874	ZCCHC4
ENST00000612982	ZCCHC4
ENST00000580712	AC108218.1
ENST00000315368	ANAPC4
ENST00000510092	ANAPC4
ENST00000513686	AC133963.2
ENST00000504166	AC133963.1
ENST00000515188	AC092436.2
ENST00000506450	AC092436.1
ENST00000504570	SLC34A2
ENST00000382051	SLC34A2
ENST00000503434	SLC34A2
ENST00000496507	RPS29P11
ENST00000511788	AC092436.3
ENST00000507819	MTND4P9
ENST00000508209	MTND4LP22
ENST00000512798	MTND3P5
ENST00000510977	MTCO3P44
ENST00000399878	SEL1L3
ENST00000264868	SEL1L3
ENST00000502949	SEL1L3
ENST00000614775	SMIM20
ENST00000506197	SMIM20
ENST00000514384	SMIM20
ENST00000503085	AC133961.1
ENST00000637313	LINC02357
ENST00000511272	AC097714.1
ENST00000345843	RBPJ
ENST00000342295	RBPJ
ENST00000361572	RBPJ
ENST00000348160	RBPJ
ENST00000355476	RBPJ
ENST00000507561	RBPJ
ENST00000504907	RBPJ
ENST00000342320	RBPJ
ENST00000295589	CCKAR
ENST00000264866	TBC1D19
ENST00000511789	TBC1D19
ENST00000580172	AC093807.1
ENST00000467087	STIM2
ENST00000467011	STIM2
ENST00000465503	STIM2
ENST00000639640	STIM2
ENST00000639195	STIM2
ENST00000511723	AC106047.2
ENST00000506878	AC024132.2
ENST00000382007	AC024132.1
ENST00000512873	LINC02261
ENST00000513616	AC024132.3
ENST00000507524	IGBP1P5
ENST00000509666	AC007106.1
ENST00000507759	AC109588.1
ENST00000515720	AC109588.1
ENST00000509416	AC097480.1
ENST00000503460	MESTP3
ENST00000514802	LINC02364
ENST00000610373	AC068944.2
ENST00000514855	AC068944.1
ENST00000503299	AC109349.1
ENST00000512268	LINC02472
ENST00000513866	AC092593.2
ENST00000515413	AC092593.1
ENST00000512363	EEF1A1P21
ENST00000390756	AC109351.1
ENST00000510945	AC097510.1
ENST00000472594	RPS3AP17
ENST00000505272	AC106868.1
ENST00000361762	PCDH7
ENST00000543491	PCDH7
ENST00000513621	MTCYBP43
ENST00000515292	LINC02497
ENST00000505636	AC104071.1
ENST00000510420	LINC02501
ENST00000513211	LINC02506
ENST00000515181	LINC02353
ENST00000506459	AC017013.1
ENST00000515630	AC093878.1
ENST00000507715	AC097535.2
ENST00000515263	AC097535.1
ENST00000582495	AC079772.1
ENST00000505018	AC016687.3
ENST00000504795	AC016687.2
ENST00000506650	AC016687.2
ENST00000482574	AC016687.1
ENST00000513843	LINC02484
ENST00000514877	LINC02484
ENST00000582673	AC093786.1
ENST00000514737	AC093689.1
ENST00000505967	AC093689.1
ENST00000614178	AC093913.1
ENST00000503863	SEC63P2
ENST00000303965	ARAP2
ENST00000618163	ARAP2
ENST00000514630	AC098827.1
ENST00000639862	DTHD1
ENST00000357504	DTHD1
ENST00000507598	DTHD1
ENST00000456874	DTHD1
ENST00000510597	LINC02505
ENST00000505298	LINC02505
ENST00000515128	LINC02505
ENST00000508893	AC125336.1
ENST00000508199	AL136537.1
ENST00000501725	AL136537.1
ENST00000582704	MIR4801
ENST00000309447	NWD2
ENST00000381980	C4orf19
ENST00000508175	C4orf19
ENST00000284437	C4orf19
ENST00000314117	RELL1
ENST00000454158	RELL1
ENST00000493466	AC108022.1
ENST00000381967	PGM2
ENST00000625312	PGM2
ENST00000509020	AC021106.1
ENST00000508802	TBC1D1
ENST00000261439	TBC1D1
ENST00000402522	TBC1D1
ENST00000615497	TBC1D1
ENST00000504686	PTTG2
ENST00000505310	AC021106.2
ENST00000507850	MRPS33P2
ENST00000408568	AC098680.1
ENST00000506010	AC098680.1
ENST00000503465	LINC02513
ENST00000512517	LINC01258
ENST00000507056	LINC01259
ENST00000512170	LINC02278
ENST00000515436	AC021860.1
ENST00000261438	KLF3
ENST00000514033	KLF3
ENST00000308973	TLR10
ENST00000613579	TLR10
ENST00000361424	TLR10
ENST00000622002	TLR10
ENST00000506111	TLR10
ENST00000508334	TLR10
ENST00000308979	TLR1
ENST00000502213	TLR1
ENST00000436693	TLR6
ENST00000381950	TLR6
ENST00000610323	TLR6
ENST00000515037	FAM114A1
ENST00000358869	FAM114A1
ENST00000385209	MIR574
ENST00000381938	TMEM156
ENST00000261425	KLHL5
ENST00000508137	KLHL5
ENST00000504108	KLHL5
ENST00000381930	KLHL5
ENST00000261426	KLHL5
ENST00000507579	AC079921.2
ENST00000399820	WDR19
ENST00000506503	WDR19
ENST00000349703	RFC1
ENST00000381897	RFC1
ENST00000639695	RFC1
ENST00000257408	KLB
ENST00000578248	MIR5591
ENST00000295955	RPL9
ENST00000449470	RPL9
ENST00000640888	LIAS
ENST00000509519	LIAS
ENST00000424936	LIAS
ENST00000381846	LIAS
ENST00000513731	LIAS
ENST00000261434	LIAS
ENST00000340169	LIAS
ENST00000638451	LIAS
ENST00000507033	AC021148.1
ENST00000316423	UGDH
ENST00000501493	UGDH
ENST00000506179	UGDH
ENST00000507089	UGDH
ENST00000295958	SMIM14
ENST00000511809	SMIM14
ENST00000533736	AC108471.2
ENST00000529094	AC108471.2
ENST00000532680	AC108471.2
ENST00000526807	AC108471.2
ENST00000529314	AC108471.2
ENST00000261427	UBE2K
ENST00000503368	UBE2K
ENST00000445950	UBE2K
ENST00000513977	AC108471.1
ENST00000314232	ZBTB12BP
ENST00000303538	PDS5A
ENST00000503396	PDS5A
