tadIndex	chromosomeIndex	startPos	endPos	cytobandIndices	geneIndices
575	3	17240000	17960000	132	131374;213383;214286;227309;231780;233133
576	3	17885000	18540000	132	131374;182568;213383;214286;226238;274840
577	3	18480000	19080000	132	131374;182568;236570
578	3	19035000	19960000	132	163576;183960;271898
579	3	19880000	21040000	132	114166;129810;144566;163576;183977;229468;230697;232953;261734;266745
580	3	21000000	22240000	132	151789;221384;221659;223351;236380;252306;282987
581	3	22160000	23040000	132	132967;151789;226183;231915;234723;271235
582	3	22960000	24000000	132;133	170142;174738;174748;182247;197885;215016;221506;228171;231395;231915;238672;265645
583	3	23960000	24440000	133	151090;174738;174748;197885;224074;242109
584	3	24320000	24765000	133	151090;229756;233544;237838;265028;272554
585	3	24720000	25715000	133	77092;77097;213877;229421;237838;264219
586	3	25640000	27200000	133;134	77097;151092;151093;163491;179796;213871;213872;221438;225386;230465;234158;234165;237603;238225;263385;264219
587	3	27120000	27760000	134	33867;163491;163508;213846;221573;223968;224237;227523;230807;232167;232766;271943;272282
588	3	27710000	28440000	134	163508;163512;187118;206559;225548;229243;232766;235493;272282;283563
589	3	28400000	30080000	134	144642;206559;215004;216169;226216;227795;230480;234048;238470;283563
590	3	30010000	30840000	134	144642;144644;163513;224618;227260;227549;264178;266546
591	3	30800000	32790000	134;135;136	91317;144635;144644;144645;152642;153551;163527;170293;182973;197385;207857;213849;213854;223965;226955;227339;230111;231552;234737;235670;236732;237433;237676;238727;251590;264135;265376;270377
592	3	32680000	33480000	136	153558;153560;170266;170275;173705;182973;183813;188167;206557;213842;223899;227337;230119;235424
593	3	33400000	33920000	136	153558;153560;163539;170248;227707;228112;238008;271020;271324;271643
594	3	33880000	36040000	136	170248;172995;207625;226320;226489;227498;228767;235534;236452
595	3	35960000	37000000	136;137	144681;163673;168016;230067;231382;234073;236158;279727
596	3	36920000	37325000	137	76242;93167;144674;168016;178567;224080;224858;225558;230409;231449;234073;236165;271653;272334
597	3	37280000	38080000	137	136059;144668;144674;144677;187091;198590;199075;230409;235482;236411
598	3	38000000	38565000	137	8226;60971;93217;114739;136059;144671;144677;157036;172936;172939;172940;187091;199075;230123;230683;231668;237982
599	3	38510000	39120000	137	114739;114742;157036;168356;183873;185313;215941;222719;230683;232439
600	3	39060000	39480000	137;138	114742;114745;144655;144659;168026;168028;168329;168334;179934;215034;223668;228168;238267;264724;270367
601	3	39440000	40280000	138	168028;168314;170011;230757;264724
602	3	40200000	41960000	138	114784;168032;168036;168038;170011;172888;177842;177873;188846;221337;223513;226302;226845;229072;230274;231873;233096;233919;234067;234287;275256
603	3	41885000	42280000	138	168038;182606;223513;229339;234270;234562;235339
604	3	42235000	42680000	138	8324;93183;114812;114857;157093;182606;187094;229572;231280;235787;239181
605	3	42600000	43575000	138	8324;10282;93183;114853;114857;144647;144648;144649;157119;160746;163788;180432;181061;182983;222331;223916;227245;232375;236459;240747;244607;273291;280571
606	3	43520000	44400000	138;139;140;141	11198;160746;173769;179152;207954;223916;235886;261786;271192;272121
607	3	44320000	45040000	141	75914;144792;163807;163808;163810;163812;169964;169981;173769;178917;179152;185219;186446;186448;196345;196653;207783;214820;214825;225873;227123;235805;238958;264774;272077;277509;283036
608	3	45000000	45725000	141	11376;75914;144791;163812;163814;163815;224094;249992;251927
609	3	45510000	46960000	141	11376;12223;121797;121807;144791;160791;160801;160808;163817;163818;163820;163823;163825;163827;172215;173578;173585;178038;178055;181585;183625;188086;206549;211456;226074;226933;229515;236736;236930;238013;241186;251927;261603;264306;268537;283473;283646;283706;284672
610	3	46840000	47465000	141	76201;88727;114648;114650;160796;160799;160801;160808;178055;181555;206549;226074;236409;268537;273682;275940;284672
611	3	47400000	47880000	141	76201;114646;114650;132153;163832;173473;235695;266443;266457;271161;276925
612	3	47835000	48240000	141	47849;132153;164045;221585;224895;231884;235627;236768;265483;270285
613	3	48200000	49160000	141	8300;10256;68745;114268;114270;114302;145040;164045;164047;164048;164049;164050;164051;164053;164054;172037;172046;172053;172113;177479;178035;178057;178149;178252;178467;178537;183396;198218;199032;207605;211535;213672;213689;221883;225697;228638;229453;229759;231884;232112;235627;252466;263898;264209;265483;271973;273211;282827
614	3	49025000	49760000	141	67560;114316;145020;145022;145029;164061;164062;164068;172037;172046;172053;173402;173421;173531;173540;176020;177352;178035;178057;178149;178252;178467;185909;188315;198218;199032;207605;225399;226913;233276;236980;264633;270441;270538;283189
615	3	49680000	50400000	141	1617;3756;4534;4838;12171;68001;68028;114349;114353;114378;114383;114388;114395;126062;164061;164062;164068;164076;164077;164078;173531;173540;176020;176095;179564;182179;183763;185614;186792;187492;188338;207922;214706;230454;239576;243477;244730;263506;263651;272104
616	3	50360000	51465000	141;142	4838;7402;68001;68028;88538;88543;114383;114388;114395;114735;114737;114738;126062;145041;145050;213587;228337;235278;240959;259956;272104;272543;273356;280382
617	3	51385000	52000000	142	41880;88538;90097;114767;145041;145050;164080;164081;164082;173389;180929;184345;214681;214686;224792;229972;259956
618	3	51960000	53160000	142;143	10318;10319;10322;10327;16864;23330;41880;55955;55957;90097;114767;114779;114786;114841;114854;114902;114904;162244;162267;163930;163933;163935;163938;163939;164086;164087;164088;164091;168237;168268;168273;173366;180929;199150;207926;213533;239557;239732;242142;242849;243696;243989;247596;248487;248592;256097;266635;270941;271137;272305;272573;275956
619	3	53080000	53960000	143	16391;56736;113811;113812;157388;163931;163932;163933;163935;222888;227224;242142;252504;264327;266635;272305;272886
620	3	53910000	54825000	143;144	113811;113812;157445;222888;229806;242983
621	3	54680000	55520000	144	114251;144771;157445;239991;240708;242568;242775;243572
622	3	55460000	56600000	144	114251;180376;187672;240777;242317;264013
623	3	56560000	57115000	144	163946;163947;180376;186451
624	3	57035000	57560000	144	144730;157500;163666;163947;168374;174840;174844;186451;229863;237186;239388;239831
625	3	57510000	58560000	144	136068;163681;163684;163686;163687;168291;168297;168301;168306;168309;168374;174839;174840;174844;213509;236722;237186;241933;255154;270772;272360;273493;275607;283148;283511
626	3	58480000	59560000	144;145	163689;168301;168306;168309;198643;236722;241804;242545;243295;243903
627	3	59510000	59920000	145	189283;241804
628	3	59840000	60560000	145	189283;269415
629	3	60400000	61440000	145	189283;225673;232407;240097;244183
630	3	61360000	62600000	145	114405;144724;153266;163618;226360;237456
631	3	62520000	63290000	145	163618;163630;225662;226082;240359;242841;244342
632	3	63240000	63880000	145;146	163630;163632;163634;163635;188817;224479;252662
633	3	63840000	64500000	146	163634;163635;163636;163637;189196;239926;244564;271843
634	3	64440000	65440000	146	151276;163638;243149;244564;264871
635	3	65385000	65760000	146	151276;244226
636	3	65710000	66320000	146	144741;151276;203647;223409;264716
637	3	66280000	66965000	146	144741;144749;214560;271174
638	3	66920000	67840000	146	163376;172340;241316;241884;242510
639	3	67800000	69040000	146	163377;163378;183662;212095;214552;240568;241316;241506;244640;266400
640	3	69000000	69725000	146	114541;144744;144746;144747;163377;163378;163380;239263;240265;240842;241667;265355
641	3	69685000	70080000	146;147	187098;240405;265722
642	3	70035000	70520000	147	222615;240405;242120;242728;271034
643	3	70440000	71000000	147	221382;240156;240405;243873
644	3	70960000	71760000	147	114861;163412;221264;270562
645	3	71720000	73160000	147	144736;163412;163421;163602;163605;170837;172986;212070;239350;239568;240135;241163;241537;242609;242618;242960;243083;244130;244345;255423;260670;271266;272774;273461;276471
646	3	73120000	73960000	147	121440;182921;242364;242741
647	3	73885000	75720000	147;148	113805;172969;172971;179799;213300;213452;221602;221795;223738;228868;230655;236138;238278;239383;239454;239959;240665;241022;241532;241622;242741;242953;243422;243674;243794;244026;244222;244674;244699;263689;263782;266685;266780;272690;272710;282511;282912
648	3	75640000	76760000	148	172969;172971;185008;212104;221795;227124;236138;240809;241532;241622;242516;243422;244222;266396;282511;282912
649	3	76640000	77365000	148	185008
650	3	77320000	78720000	148	169855;185008;213450;239226;240241;240573;244461;264841
651	3	78660000	79120000	148	169855;240752
652	3	79080000	79575000	148	169855;265193
653	3	79520000	81350000	148;149	169855;216116;239699;241593;242145;242586;242781;242828;243694;243877;265193;271389
654	3	81240000	82680000	149	114480;239440;240404;241319;241367;241593;242009;242145;242190;244281
655	3	82240000	83240000	149	239440;241095;241367
656	3	83160000	83680000	149;150	-1
657	3	83600000	85720000	150	175161;221380;241776;242195;242339;242641;264084;266025;266652
658	3	85640000	86760000	150	175161;239767;241328;243915
659	3	86700000	87315000	150;151	64835;83937;206538;241293;264119;277746;281392
660	3	87210000	88240000	151;152	64835;83937;163320;175105;179021;179097;239572;239829;240255;240902;241535;264119
661	3	88200000	88680000	152	179021;242159;242365;283434
662	3	88560000	89160000	152	44524;241861;242365;242705
663	3	89000000	90560000	152	44524;189002;240309;240951;241861;242705;271024
664	3	90520000	91000000	152	-1
665	3	91000000	93520000	153	-1
666	3	93480000	95360000	153;154	169379;178660;178694;178700;178750;184500;234629;239589;239614;242457;242911;244048
667	3	95160000	96080000	154	221477;243547;244681;271671
668	3	96000000	96590000	154	80224;176243;212031;216136;218754;241018;241815;243547;269028
669	3	96520000	97480000	154	80224;251172;261292
670	3	97435000	97800000	154	80200;80224;113966;170854;183185;213439;250750;261292
671	3	97720000	98565000	154;155	57019;64225;80819;80822;154165;183185;187900;196098;196578;197938;206536;213439;230301;231192;231861;232382;232535;233412;236032;240827;244153;244653;248365;248507;249274;249321;249975;250562;250750;251088;251090;266233
672	3	98485000	99520000	155	57019;64225;144810;240476;240572;241305;243089;243296;244464;249274;263810;266030
673	3	99480000	100025000	155;156	36054;144810;168386;184220;235156;243974;264897;273374;277000
674	3	99960000	100520000	155;156	36054;114021;114354;144820;154174;154175;181458;206535;243495
675	3	100440000	101440000	156;157	66422;81148;81154;114354;114391;138468;154175;174173;175841;213431;232830;241738;242299;242573;243396;244119;282978
676	3	101400000	101990000	157	114391;144802;144815;170044;182504;214407;241280;244119
677	3	101920000	102350000	157	170044
678	3	102280000	103880000	157;158	214405;236691;240107;241754;243195;265076;265328
679	3	103760000	105290000	158	170017;214405;243635;265076
680	3	105240000	106920000	158;159	114423;170017;239455;239586;239632;239997;240034;240796;241787;242214;242759;242836;243658;244652;249580;250630
681	3	106880000	107280000	159	114439;138483;220989;239828;241218;242759;243701;272597;273125
682	3	107210000	107625000	159	114439;240423;241469
683	3	107520000	108400000	159;160	114439;114446;114455;144821;163507;196776;198919;221724;240423;241469;241634;243188;271856;276763
684	3	108320000	110120000	160	114487;121570;138472;163515;163519;163530;198919;214380;214381;228980;230618;239288;241224;241257;241777;242029;243945;244196;244561;252541;261364;265956;271249
685	3	110000000	111360000	160;161	153283;177494;177707;206532;239311;240787;240895;244142;244720;244722
686	3	111280000	111800000	160;161	144824;144827;144834;153283;176040;177494;239439;240787;240891;244720
687	3	111760000	112315000	161	91972;114529;138459;144848;172139;174500;176040;186265;207940;239482;242525;243081;244144
688	3	112240000	112765000	161	91986;138459;144848;163606;163607;163608;206531;240893;242308;242525;243483
689	3	112720000	113840000	161;162	72858;114573;121579;144857;151576;163607;163608;163611;163617;176542;178075;184307;206530;238593;239280;240375;240751;240776;240912;241219;241889;242659;243483;243795;265253;270880
690	3	113760000	114925000	162	151576;151577;163617;174255;181722;181847;207770;239946;240002;240487;240912;241295;242290;242767;264623
691	3	114880000	115600000	162	172020;185565;242880;244157
692	3	115560000	116480000	162	185565;198406
693	3	116435000	117320000	162;163	185565;243014;265433
694	3	117240000	117775000	162;163	239268;240393;241213;242816;243276
695	3	117640000	118880000	163	144847;163424;239268;243276;251012
696	3	118800000	119520000	163;164	31081;113845;114638;121577;121578;121594;138495;144837;144843;144847;144852;163389;163424;176142;183833;240471;242052;242829;251012;272662
697	3	119440000	120280000	164	82701;144852;163428;163430;175697;183833;239835;240471;240661;240774;240882;241546;242613;242622;244441;282950
698	3	120200000	120640000	164	65518;113924;144840;145087;153767;213371;240452;240774;243257;243593;244441
699	3	120560000	121240000	164	51341;145087;242103;242445;243813;264477;270782
700	3	121200000	122140000	164;165	36828;51341;114013;114023;121552;145088;145103;160124;163406;163833;173226;173230;180353;186103;196981;221474;240236;242445;242531;263678
701	3	122080000	123320000	165	65485;82684;114023;114030;121542;138463;138496;160124;163840;169087;173175;173193;173200;196981;206527;221211;242531;243918;273033;273454;275348
702	3	123260000	124450000	165;166	65371;65534;114491;160145;175455;206527;238512;240622;263775;266383
703	3	124400000	125520000	166	82781;114491;114520;144909;160145;163848;173702;173706;179170;221737;221955;228963;229048;234458;239432;239804;239978;242001;242199;242229;243072;243429;243508;243986;263775;264986;265166;265981;266857;272840;284660
